HS Code,Goods Shipped
29300000,1 X 40 CONTAINERS CONTAINING 38 IBCS OF TEMBOTRIONE
29340000,1 X 40 CONTAINERS CONTAINING 29 IBCS OF PONCHO TECNICO CLOTHIANIDIN
38080000,"3 X 40 CONTAINERS CONTAINING 2873 DRUMS OF KOMVEKTOR EW440 ENVIRONMENTALLY HAZADOUS SUBSTANCE, LIQUID MALATHION SOLUTION"
38080000,"1 X 20 & 1 X 40 & 1 X 40 CONTAINERS CONTAINING 2160 DRUMS OF KOMVEKTOR EW440 DRM BR ENVIRONMENTALLY HAZADOUS SUBSTANCE, LIQUID MALATHION SOLUTION"
30060000,"1 X 40 CONTAINERS CONTAINING 47 PACKAGES OF ULTRAVIST 300 BT GADOVIST 1,0 VL"
29310000,"5 X 40 CONTAINERS CONTAINING 70 BAGS OF UN3265, CORROSIVE LIQUID ACIDIC, ORGANIC, N.O.S.(ETHEPHON SOLUTION)CL 8, PG III"
30040000,1 X 40 CONTAINERS CONTAINING 36 PACKAGES OF EUROPOOL WELLPAPPKISTE W1
38089200,2 X 40 CONTAINERS CONTAINING 1440 BOXES OF ALIETTE IMP WP80
30040000,1 X 40 CONTAINERS CONTAINING 25 PACKAGES OF FLANAX 275MG TAFI BLI 8 BR
38080000,4 X 40 CONTAINERS CONTAINING 4352 CANS OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID BETA-CYFLUTRIN SOLUTION INSECTICIDE
38080000,3 X 40 CONTAINERS CONTAINING 3132 CANS OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID BETA-CYFLUTRIN SOLUTION INSECTICIDE
00330000,"1 X 40 CONTAINERS CONTAINING 992 CARTONS OF ACCESSORY FOR FAX AND,OR MULTIFUNCTIONAL PRINTER,FAX,COPIER - INK CARTRIDGE CYAN MULTI-FUNCTIONAL COPIER,PRINTER - PRINTER INK CARTRIDGE TAPE CASSETTE PT-PRINTER"
39235000,1 X 20 CONTAINERS CONTAINING 5 PACK OF PLAST. 50 BAYER ETQ. SEG. 3G MEX
32141000,25 PACK OF SCS 2903 FOIL
38249989,3 PAIL/PILES OF LSR CP WHITE
32082000,2 DRUMS OF UVHC3000 K1-50
29240000,1 X 40 CONTAINERS CONTAINING 29 IBCS OF ALSYSTIN TECNICO TRIFLUMURON
23099000,1 X 40 CONTAINERS CONTAINING 20 PALLET OF TEMPERATURE CONTROL
29319000,"1 PAIL/PILES OF A-1630,STL"
32082000,1 X 20 CONTAINERS CONTAINING 1 DRUMS OF UV HC3000 K1-50
39100000,"5 BOXES OF HV 3,322 CP2"
39100000,2 BAGS OF PEARLENE Y
39100090,"1 IBCS OF L-6630,NR"
34021300,"3 PAIL/PILES OF L-6642,STL"
32141010,125 PACK OF SCS 2903 FOIL FLAMMABLE LIQUID METHYLTRIMETHOXYSILANE BUTANOLES 1- METHOXY-2-PROPANOL BUTANOLES 1- METHOXY-2-PROPANOL
39100000,"4 DRUMS OF SAG 1571,STL"
29310000,5 X 40 CONTAINERS CONTAINING 70 BAGS OF CORROSIVE LIQUID ACIDIC ORGANIC ETHEPHON SOLUTION ETHEPHON
00330000,1 X 40 CONTAINERS CONTAINING 43 PACKAGES OF ADVOCATE HUND ADVANTAGE DOGS AND CATS ADVOCATE KATZE
30040000,"2 X 40 CONTAINERS CONTAINING 92 PACKAGES OF EUROPOOL 1408 WELLPAPPKISTE W1 24 WELLPAPPKISTE W1 C 4 WELLPAPPKISTE W1 C2 ASPIRINA PREVENT 0,1G 3 X 1 WELLPAPPKISTE W1 C2 ASPIRINA PREVENT 0,1G 3 X"
30040000,1 X 40 CONTAINERS CONTAINING 36 PACKAGES OF DRONTAL PLUS XL FLAVOUR 2 PROFENDER ADVOCATE HUND
38089100,5 X 40 CONTAINERS CONTAINING 5440 CANS OF BETA-CYFLUTRIN SOLUTION INSECTICIDE
38089100,6 X 40 CONTAINERS CONTAINING 6528 CANS OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID BETA-CYFLUTRIN SOLUTION INSECTICIDE
29340000,1 X 40 CONTAINERS CONTAINING 31 IBCS OF PONCHO TECNICO CLOTHIANIDIN
29300000,2 X 40 CONTAINERS CONTAINING 80 IBCS OF BELT TC
29339969,2 X 40 CONTAINERS CONTAINING 80 IBCS OF PROLINE TECNICO PROTHIOCONAZOLE
29330000,3 X 40 CONTAINERS CONTAINING 120 IBCS OF PROLINE TECNICO PROTHIOCONAZOLE
29339969,5 X 40 CONTAINERS CONTAINING 200 IBCS OF PROTHIOCONAZOLE SAL TC
29330000,2 X 40 CONTAINERS CONTAINING 80 IBCS OF BIXAFEN OLD TC
39100000,1 X 20 CONTAINERS CONTAINING 1 PAIL/PILES OF SILSOFT
29280000,4 X 40 CONTAINERS CONTAINING 160 PALLET OF TRIFLOXYSTROBIN TC
32090000,1 X 20 CONTAINERS CONTAINING 7 PALLET OF PERIDIAM QUALITY 306 - 1X1000L
39095000,12 IBCS OF PREPOLYMER
29330000,4 X 40 CONTAINERS CONTAINING 160 IBCS OF PROLINE TECNICO PROTHIOCONAZOLE
29300000,1 X 40 CONTAINERS CONTAINING 40 IBCS OF BELT TC
29340000,2 X 40 CONTAINERS CONTAINING 40 PALLET OF ISOXADIFEN-ETHYL DE TC
29333929,1 X 40 CONTAINERS CONTAINING 40 BAGS OF IMIDACLOPRID TC
29333929,1 X 40 CONTAINERS CONTAINING 40 BAGS OF IMIDACLOPRID TC
29310000,"4 X 40 CONTAINERS CONTAINING 56 BAGS OF CORROSIVE LIQUID ACIDIC, ORGANIC ETHEPHON SOLUTION BASE 211 ETHEPHON TK75"
38080000,"1 X 20 & 1 X 40 CONTAINERS CONTAINING 176 DRUMS OF CARBAMATE PESTICIDE,SOLID, TOXIC THIODICARB MIXTURE"
29000000,1 X 40 CONTAINERS CONTAINING 40 PACKAGES OF ENROFLOXACINA
30000000,1 X 40 CONTAINERS CONTAINING 45 PACKAGES OF WELLPAPPKISTE W1 ULTRAVIST 300 BT
29310000,"1 X 40 CONTAINERS CONTAINING 42 PACKAGES OF PERMETHRIN, IMIDACLOPRID N-METHYLPYRROLIDONE MOXIDECTIN FLUMETHRIN BUTAPHOSPHAN ADVANTAGE MAX 3 3 ADVOCATE KATZE 1X0.4 ML SERESTO COLLAR FOR SMALL DOGS AND CATS SERESTO COLLAR FOR SMALL DOGS AND CATS ADVOCATE HUND 1X0 4 ML 1 ADVOCATE HUND 1X0 4 ML"
30020000,1 X 40 CONTAINERS CONTAINING 40 PACKAGES OF BETAFERON LYO VL 15 LSM
38240000,2 X 20 CONTAINERS CONTAINING 1200 BAGS OF PROTEAQ STOMI
00330000,1 X 40 CONTAINERS CONTAINING 11 PACKAGES OF VENTAVIS 10MCG SOLU AMPO MAGNEVISTAN VL WELLPAPPKISTE W1
00330000,"1 X 40 CONTAINERS CONTAINING 1329 CARTONS OF ACCESSORY FOR LETTERING MACHINE BLACK,WHITE BR LETTERING MACHINE MULTI-FUNCTIONAL COPIER,PRINTER COPIER,PRINTER,FAX MULTI-FUNCTIONAL ACCESSORY FOR FAX AND,OR MULTIFUNCTIONAL PRINTER,FAX,COPIER INK CARTRIDGE MAGENTA ACCESSORY FOR FAX AND MULTIFUNCTIONAL PRINTER,FAX,COPIER - INK CARTRIDGE YELLOW ACCESSORY FOR LETTERING MACHINE"
38080000,5 X 40 CONTAINERS CONTAINING 5440 CANS OF BETA-CYFLUTRIN SOLUTION INSECTICIDE
30045000,1 X 20 CONTAINERS CONTAINING 9 PACKAGES OF ASPIRINA C EFERV 100S
23099000,1 X 40 CONTAINERS CONTAINING 12 PALLET OF GLUTELLAC CALF
39100000,3 PACK OF BUTANOLES METHOXY PROPANOL
32141010,100 PACK OF BUTANOLES METHOXY PROPANOL
38249989,2 PAIL/PILES OF BUTANOLES METHOXY PROPANOL
39100000,2 PACK OF BUTANOLES METHOXY PROPANOL PROPANOL
29280000,5 X 40 CONTAINERS CONTAINING 200 PALLET OF PLASTICA FLEXIVEL TRIFLOXYSTROBIN TC ENVIRONMENTALLY HAZARDOUS SUBSTANCE TRIFLOXYSTROBIN
39100000,1 DRUMS OF BUTANOLES METHOXY PROPANOL
29330000,5 X 40 CONTAINERS CONTAINING 200 IBCS OF PROTHIOCONAZOLE SAL TC
32082000,1 X 20 CONTAINERS CONTAINING 1 DRUMS OF BUTANOLES METHOXY PROPANOL
39100000,1 X 20 CONTAINERS CONTAINING 1 TANK OF NO COMMODITY
29300000,1 X 40 CONTAINERS CONTAINING 160 DRUMS OF THIODICARB TECH LARVIN DRMP
29310000,"1 X 40 CONTAINERS CONTAINING 14 BAGS OF CORROSIVE LIQUID ACIDIC, ORGANIC ETHEPHON SOLUTION BASE 211 ETHEPHON TK75"
29300000,1 X 20 & 2 X 40 CONTAINERS CONTAINING 400 DRUMS OF THIODICARB TECH LARVIN DRMP
29333929,1 X 40 CONTAINERS CONTAINING 40 BAGS OF IMIDACLOPRID TC
29300000,2 X 40 CONTAINERS CONTAINING 320 DRUMS OF THIODICARB TECH LARVIN DRMP
29333929,1 X 40 CONTAINERS CONTAINING 40 BAGS OF IMIDACLOPRID TC
38080000,"1 X 40 CONTAINERS CONTAINING 840 BAGS OF ANTRACOL 700 WP ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID PROPINEB MIXTURE"
30040000,1 X 40 CONTAINERS CONTAINING 24 PACKAGES OF WELLPAPPKISTE ASPIRINA PREVENT ASPIRINA PREVENT
00330000,"1 X 40 CONTAINERS CONTAINING 2331 CARTONS OF ACCESSORY FOR FAX AND MULTIFUNCTIONAL PRINTER,FAX,COPIER - INK BOTTLE BLACK ACCESSORY FOR FAX AND MULTIFUNCTIONAL PRINTER,FAX,COPIER - INK CARTRIDGE CYAN ACCESSORY FOR FAX AND, MULTIFUNCTIONAL PRINTER,FAX,COPIER INK CARTRIDGE BLACK ACCESSORY FOR FAX AND MULTIFUNCTIONAL PRINTER,FAX,COPIER CARTRIDGE MAGENTA ACCESSORY FOR FAX AND MULTIFUNCTIONAL PRINTER,FAX,COPIER INK CARTRIDGE YELLOW ACCESSORY FOR FAX AND MULTIFUNCTIONAL PRINTER,FAX,COPIER INK BOTTLE CYAN ACCESSORY FOR FAX AND MULTIFUNCTIONAL PRINTER,FAX,COPIER INK BOTTLE MAGENTA ACCESSORY FOR FAX AND MULTIFUNCTIONAL PRINTER,FAX,COPIER - INK BOTTLE YELLOW ACCESSORY FOR FAX AND MULTIFUNCTIONAL PRINTER,FAX,COPIER INK CARTRIDGE COLOR ACCESSORY FOR LETTERING MACHINE BLACK,WHITE BR INKJET PRINTER LETTERING MACHINE MACHINE MULTI-FUNCTIONAL COPIER PRINTER"
38089110,1 X 20 CONTAINERS CONTAINING 10 PACKAGES OF AQUAPY EW165 12X1L BOT PYRETHRINS SOLUTION
32082000,1 DRUMS OF UVHC3000 K1-50
39100000,10 DRUMS OF LSR 2660 ZKS - DRUM KIT
29319000,80 DRUMS OF SILQUEST A-171 SILANE TSD
29202990,"2 IBCS OF CS-22LF,NR"
29319000,80 DRUMS OF SILQUEST A- 1 SILANE
38159090,18 DRUMS OF A-33 STL DR
32082000,1 X 40 CONTAINERS CONTAINING 3 DRUMS OF UVHC3000 K1-50
38080000,"1 X 40 CONTAINERS CONTAINING 40 IBCS OF CONFIDOR SUPRA WG51 SOLID, N.O.S.IMIDACLOPRID MIXTURE"
39100000,2 DRUMS OF LSR 2660 ZKS - DRUM KIT
32082000,1 DRUMS OF UVHC3000 K1-50
38249900,1 X 40 CONTAINERS CONTAINING 4 DRUMS OF Y-19154 STL
27100000,1 X 20 CONTAINERS CONTAINING 20 PALLET OF WHITE OIL MERKUR WOP 240 PHARMA
29300000,1 X 20 & 1 X 40 CONTAINERS CONTAINING 50 IBCS OF TEMBOTRIONE TC
39100000,10 PACK OF LSR 2660 ZKS - DRUM KIT FLAMMABLE LIQUID TETRA-N-PROPYL-SILICATE BUTANOLES 1 - METHOXY 2 - PROPANOL BUTANOLES 1 - METHOXY 2 - PROPANOL BUTA NOLES 1 - METHOXY 2 - PROPANOL
29330000,"1 X 20 CONTAINERS CONTAINING 16 PALLET OF XAVANTE TECHNICO 2,6-DICHLOR O-N-( CHLORO-5-TRIFLUOROM ETHYL-PYRIDIN-2-YL-METHYL BENZAMIDE"
38249936,1 DRUMS OF CATALYST TP3560
38249900,1 X 40 CONTAINERS CONTAINING 1 DRUMS OF Y-19022 STL DANGEROUS GOODS
32082000,2 DRUMS OF UVHC3000K - 55G DR
30040000,1 X 20 CONTAINERS CONTAINING 5 PIECES OF VETERINARY PHARMACEUTICALS
29330000,1 X 20 CONTAINERS CONTAINING 20 PALLET OF CYPROCONAZOLE TC CYPROCONAZOLE
29240000,"1 X 20 & 2 X 40 CONTAINERS CONTAINING 45 IBCS OF PREVICUR N TECH TK71,89"
38249900,4 DRUMS OF Y-19022 STL
38080000,1 X 40 CONTAINERS CONTAINING 840 BAGS OF ANTRACOL 700 WP WP ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID N O S PROPINEB MIXTURE
32082000,4 DRUMS OF UVHC3000 K1-50
39100000,6 PACK OF LSR 2660 ZKS - DRUM KIT FLAMMABLE LIQUID VINYLTRIMETHOXYSILANE VINYLTRIMETHOXYSILANE BUTANOLES 1- METHOXY-2-PROPANOL VINYL TRIMETHOXYSILANE
29269023,2 X 20 CONTAINERS CONTAINING 143 DRUMS OF CIPERMETRINA TECNICA NORTOX 92% MIN
29242999,1 X 20 & 2 X 40 CONTAINERS CONTAINING 350 DRUMS OF TOXIC SOLID ORGANIC CYCLANILIDE CYCLANILIDE TC
38080000,"1 X 20 CONTAINERS CONTAINING 2 BAGS OF BETA-CYFLUTHRIN, IMIDACLOPRID SOLUTION"
29051220,1 X 20 CONTAINERS CONTAINING 1 TANK OF ISOPROPYL ALCOHOL USP ISOPROPANOL
38080000,"1 X 40 CONTAINERS CONTAINING 40 PALLET OF UN 3077, ENVIRONMENTALLY HAZARDOUS SUBSTANCE, ISOXAFLUTOLE MIXTURE"
38080000,4 X 40 CONTAINERS CONTAINING 4352 CANS OF BETA CYFLUTRIN SOLUTION INSECTICIDE
30040000,2 X 40 CONTAINERS CONTAINING 54 PACKAGES OF FLANAX 550MG 10 TABLETS FLANAX 550MG TAFI BLI ASPIRINA C EFERV 100S ASPIRINA PLUS C 400 MG
00330000,3 X 40 CONTAINERS CONTAINING 2884 CARTONS OF AUTOMOTIVE SPARE PARTS RIVA SOYLU KALIP VALEO OTOMOTIVE FEZA AKIM AL KOR ANNECY TECHNOLOGY MEBANT PERLA VALEO ZEBRAK PLASTIQUES VALEO MATERIAUX VALEO ATHIS ARTON SOMICA PORITE BUFAB METASEVAL AVO CABRON CGR VALEO AMIENS E M BAYER ORHAN OTOMOTIVE EGELH OF AMIENS SIEGERT GEBR HAHN MULTIBASE MARK METALLWAREN RIVA
38080000,1 X 20 CONTAINERS CONTAINING 4 PALLET OF FOLHA DE POLIETILENE ALION
29240000,1 X 20 & 2 X 40 CONTAINERS CONTAINING 45 IBCS OF PREVICUR N TECH TK71 PREVICUR N TECH TK71
32141010,59 PACK OF FOIL
23099000,1 X 40 CONTAINERS CONTAINING 20 PALLET OF GLUTELLAC CALF TEMPERATURE CONTROL
32141010,41 PACK OF FOIL
38080000,1 X 40 CONTAINERS CONTAINING 4 PALLET OF FOLHA DE POLIETILENE ESPLANADE
29330000,5 X 40 CONTAINERS CONTAINING 200 IBCS OF PROLINE TECNICO SOLID PROTHIOCONAZOLE PROLINE TECNICO PROTHIOCONAZOLE
29333929,1 X 40 CONTAINERS CONTAINING 40 BAGS OF IMIDACLOPRID TC
29330000,5 X 40 CONTAINERS CONTAINING 200 IBCS OF PREMIER TECNICO ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID IMIDACLOPRID
38080000,1 X 40 CONTAINERS CONTAINING 11 PALLET OF FOLHA DE POLIETILENE HUSSAR
39100000,1 X 20 CONTAINERS CONTAINING 1 TANK OF Y 4860 BULK
39100000,1 X 20 CONTAINERS CONTAINING 6 PACK OF DRUM KIT
29260000,1 X 40 CONTAINERS CONTAINING 200 DRUMS OF BETA-CYFLUTHRIN TECHNICAL BULLDOCK TECNICO
29310000,2 X 40 CONTAINERS CONTAINING 28 BAGS OF ETHEPHON SOLUTION CORROSIVE LIQUID ACIDIC
38080000,6 X 40 CONTAINERS CONTAINING 960 DRUMS OF CARBAMATE PESTICIDE SOLID TOXIC THIODICARB MIXTURE
30060000,1 X 40 CONTAINERS CONTAINING 44 PACKAGES OF EU IPPC STA
38080000,4 X 40 CONTAINERS CONTAINING 4352 PACKAGES OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID BETA-CYFLUTRIN SOLUTION
00330000,1 X 40 CONTAINERS CONTAINING 38 PACKAGES OF ADVANTAGE MAX BAYTRIL
38080000,4 X 40 CONTAINERS CONTAINING 4352 PALLET OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID BETA-CYFLUTRIN SOLUTION
29339959,1 X 40 CONTAINERS CONTAINING 40 CASE OF CARBENDAZIM TECHN
29300000,1 X 40 CONTAINERS CONTAINING 160 DRUMS OF THIODICARB TECH LARVIN DRMP
29300000,1 X 40 CONTAINERS CONTAINING 28 DRUMS OF FENTHION
29333929,1 X 40 CONTAINERS CONTAINING 40 BAGS OF IMIDACLOPRID TC
29310000,"3 X 40 CONTAINERS CONTAINING 42 BAGS OF CORROSIVE LIQUID ACIDIC, ORGANIC ETHEPHON SOLUTION"
38080000,"1 X 20 & 3 X 40 CONTAINERS CONTAINING 560 DRUMS OF CARBAMATE PESTICIDE, SOLID, TOXIC THIODICARB MIXTURE"
30040000,1 X 40 CONTAINERS CONTAINING 42 PACKAGES OF WELLPAPPKISTE
38080000,"2 X 40 CONTAINERS CONTAINING 1680 BAGS OF ANTRACOL ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID,"
30040000,1 X 40 CONTAINERS CONTAINING 35 PACKAGES OF WELLPAPPKISTE
38080000,1 X 40 CONTAINERS CONTAINING 40 PACKAGES OF ADVANTAGE MAX 3 1X1 0 ML ADVOCATE HUND 1X0 4 ML PROFENDER KATZE 1X1X1 12 ML BAYTRIL 10 % ORAL SOL ML LIQUID MOXIDECTIN PERMETHRIN IMIDACLOPRID EMODEPSIDE
30020000,1 X 40 CONTAINERS CONTAINING 8 PACKAGES OF BETAFERON LYO VL
00330000,1 X 40 CONTAINERS CONTAINING 1213 CARTONS OF ACCESSORY FOR FAX AND OR MULTIFUNCTIONAL PRINTER FAX COPIER INK CARTRIDGE MAGENTA INK CARTRIDGE CYAN INK CARTRIDGE YELLOW INKJET PRINTER INKJET PRINTER ACCESSORY FOR LETTERING MACHINE TAPE CASS M 231 BLACK WHITE BR
38080000,4 X 40 CONTAINERS CONTAINING 4352 PALLET OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID BETA CYFLUTRIN SOLUTION MARINE POLLUTANT
38080000,4 X 40 CONTAINERS CONTAINING 4352 PALLET OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID BETA CYFLUTRIN SOLUTION MARINE POLLUTANT
34020000,4 X 40 CONTAINERS CONTAINING 96 PACKAGES OF GENAPOL C 100
30040000,1 X 20 & 1 X 40 CONTAINERS CONTAINING 45 PACKAGES OF FLANAX 550MG
39100000,6 PACK OF LSR 2660 ZKS
29280000,5 X 40 CONTAINERS CONTAINING 200 PALLET OF PLASTICA FLEXIVEL TRIFLOXYSTROBIN TC ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID TRIFLOXYSTROBIN
38080000,1 X 20 CONTAINERS CONTAINING 20 IBCS OF CONFIDOR SUPRA WG51
38159000,"2 DRUMS OF A-33,STL"
32082000,1 X 20 CONTAINERS CONTAINING 1 DRUMS OF UVHC3000 K1-50
38080000,1 X 20 & 4 X 40 CONTAINERS CONTAINING 180 IBCS OF EVIDENCE SPRAY ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID IMIDACLOPRID MIXTURE
29280000,5 X 40 CONTAINERS CONTAINING 200 PALLET OF PLASTICA FLEXIVEL TRIFLOXYSTROBIN TC ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID TRIFLOXYSTROBIN
15150000,"8 PALLET OF ALMOND OIL, REFINED HARMLESS"
38159000,"5 DRUMS OF A-33,STL"
29319000,1 X 20 CONTAINERS CONTAINING 80 DRUMS OF SILQUEST A 171 SILANE
29320000,3 X 40 CONTAINERS CONTAINING 120 IBCS OF OBERON TECNICO TC
39100000,6 PACK OF LSR 2660 ZKS
29319000,1 X 20 CONTAINERS CONTAINING 80 DRUMS OF SILQUEST A 171 SILANE
29333929,1 X 40 CONTAINERS CONTAINING 40 BAGS OF IMIDACLOPRID TC
29331990,2 X 40 CONTAINERS CONTAINING 80 BAGS OF 1H-PYRAZOLE-3-CARBONITRILE 5-AMINO-1 DICHLORO 4-TRIFLUOROMETHYL PHENYL ETHYLSULFINYL CURBIX HANGZHOU
29260000,1 X 40 CONTAINERS CONTAINING 324 DRUMS OF BETA-CYFLUTHRIN DELTAMETHRIN TECH 98% MIN
29260000,2 X 40 CONTAINERS CONTAINING 400 DRUMS OF BETA-CYFLUTHRIN TECHNICAL BULLDOCK TECNICO BCS
29333929,1 X 40 CONTAINERS CONTAINING 40 BAGS OF IMIDACLOPRID TC
29331990,1 X 40 CONTAINERS CONTAINING 40 BAGS OF 1H-PYRAZOLE-3-CARBONITRILE 5-AMINO-1- -DICHLORO- 4-TRIFLUOROMETHYL PHENYL ETHYLSULFINYL CURBIX HANGZHOU
29240000,1 X 40 CONTAINERS CONTAINING 150 DRUMS OF TOXIC SOLID ORGANIC CYCLANILIDE
29310000,2 X 40 CONTAINERS CONTAINING 28 BAGS OF CORROSIVE LIQUID ACIDIC ORGANIC ETHEPHON SOLUTION TK75
30029000,1 X 20 CONTAINERS CONTAINING 10 PALLET OF PONDDTOX-BAYER PONDPLUS-BAYER
30040000,1 X 40 CONTAINERS CONTAINING 46 PACKAGES OF WELLPAPPKISTE W1
30040000,1 X 40 CONTAINERS CONTAINING 21 PACKAGES OF WELLPAPPKISTE
30000000,"1 X 40 CONTAINERS CONTAINING 46 PACKAGES OF XARELTO 15 MG 28TABL QLAIRA FTB 1X28 BR ASPIRINA PREVENT 0,3G PHARMACEUTICALS"
38089200,1 X 40 CONTAINERS CONTAINING 720 BOXES OF ALIETTE FUNGICIDE
38089100,2 X 40 CONTAINERS CONTAINING 2176 PALLET OF ENVIRONMENTALLY HARMFUL SUBSTANCE LIQUID BETA-CYFLUTRIN SOLUTION
00330000,"1 X 40 CONTAINERS CONTAINING 1121 CARTONS OF ACCESSORY FOR FAX AND,OR MULTIFUNCTIONAL PRINTER,FAX,COPIER CARTRIDGE YELLOW ACCESSORY FOR FAX AND,OR MULTIFUNCTIONAL PRINTER,FAX,COPIER - INK CARTRIDGE BLACK ACCESSORY FOR FAX AND,OR MULTIFUNCTIONAL PRINTER,FAX,COPIER - INK  CARTRIDGE CYAN  ACCESSORY FOR FAX AND,OR  MULTIFUNCTIONAL  PRINTER,FAX,COPIER - INK  CARTRIDGE MAGENTA  ACCESSORY FOR FAX AND,OR  MULTIFUNCTIONAL  PRINTER,FAX,COPIER - INK BOTTLE  BLACK  ACCESSORY FOR FAX AND,OR  MULTIFUNCTIONAL  PRINTER,FAX,COPIER - INK  CARTRIDGE COLOR  ACCESSORY FOR FAX AND,OR  MULTIFUNCTIONAL  PRINTER,FAX,COPIER - INK BOTTLE  CYAN  ACCESSORY FOR FAX AND,OR  MULTIFUNCTIONAL PRINTER,FAX,COPIER - INK BOTTLE  MAGENTA  ACCESSORY FOR FAX AND,OR  MULTIFUNCTIONAL  PRINTER,FAX,COPIER - INK BOTTLE  YELLOW  ACCESSORY FOR LETTERING MACHINE - BLACK,WHITE BR ACCESSORY FOR LETTERING MACHINE -  TAPE CASS ACCESSORY FOR LETTERING MACHINE -  TAPE CASS MULTI-FUNCTIONAL COPIER,PRINTER COPIER,PRINTER,FAX -  MULTI-FUNCTIO"
29340000,"1 X 40 CONTAINERS CONTAINING 40 IBCS OF   FLUPYRADIFURONE B TC ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID FLUPYRADIFURONE"
29330000,3 X 40 CONTAINERS CONTAINING 120 PALLET OF  FLEXIVEL 13H2 CYPROCONAZOLE TC CYPROCONAZOLE
38080000,1 X 20 & 2 X 40 CONTAINERS CONTAINING 45 IBCS OF   TRIFLOXYSTROBIN CYPROCONAZOLE
29333929,1 X 40 CONTAINERS CONTAINING 40 BAGS OF IMIDACLOPRID TC
29331990,1 X 40 CONTAINERS CONTAINING 40 BAGS OF 1H PYRAZOLE 3 CARBONITRILE AMINO DICHLORO TRIFLUOROMETHYL PHENYL ETHYLSULFINYL CURBIX HANGZHOU TC
29300000,1 X 40 CONTAINERS CONTAINING 63 DRUMS OF FENTHION
38080000,1 X 40 CONTAINERS CONTAINING 42 PACKAGES OF SERESTO COLLAR FOR LARGE DOGS FLUMETHRIN
38080000,1 PALLET OF COUMARIN DERIVATIVE PESTICIDE SOLID TOXIC COUMATETRALYL MIXTURE COUMATETRALYL
38080000,1 PALLET OF COUMATETRALYL TK40
38080000,1 X 20 & 3 X 40 CONTAINERS CONTAINING 560 DRUMS OF  CARBAMATE PESTICIDE THIODICARB MIXTURE
29051220,1 X 20 CONTAINERS CONTAINING 1 TANK OF LYONDELL ISOPROPYL ALCOHOL
38080000,"4 X 40 CONTAINERS CONTAINING 640 DRUMS OF  CARBAMATE PESTICIDE,  THIODICARB MIXTURE"
39100000,1 X 20 CONTAINERS CONTAINING 1 PACKAGES OF NON DANGEROUS LIQUID SY 4860
38080000,1 X 40 CONTAINERS CONTAINING 840 BAGS OF ANTRACOL 700 WP
38080000,1 X 20 CONTAINERS CONTAINING 9 PALLET OF ESPLANADE SC500 INDAZIFLAM SOLUTION
29333929,1 X 20 & 3 X 40 CONTAINERS CONTAINING 140 IBCS OF PREMIER TECNICO N O S IMIDACLOPRID
29300000,1 X 40 CONTAINERS CONTAINING 40 IBCS OF BELT TC
38249900,1 X 20 CONTAINERS CONTAINING 73 PACKAGES OF CHEMICALS PRODUCTS
38080000,1 X 20 CONTAINERS CONTAINING 11 PALLET OF DE CARTAO 4G ALION SC500 4X5L BOT BR INDAZIFLAM SOLUTION
29340000,"1 X 20 CONTAINERS CONTAINING 20 IBCS OF PONCHO TECNICO ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID, .CLOTHIANIDIN"
38080000,1 X 20 & 1 X 40 CONTAINERS CONTAINING 60 IBCS OF EVIDENCE SPRAY
29240000,1 X 20 & 1 X 40 CONTAINERS CONTAINING 52 IBCS OF ALSYSTIN TECNICO ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID TRIFLUMURON
29320000,"1 X 20 CONTAINERS CONTAINING 20 IBCS OF ENVIDOR TECNICO ENVIRONMENTALLY HAZARDOUS SUBSTANCE,"
38080000,1 X 40 CONTAINERS CONTAINING 18 PALLET OF CARTAO 4G ALION SC500 4X5L BOT BR INDAZIFLAM SOLUTION
29340000,3 X 40 CONTAINERS CONTAINING 60 PALLET OF ISOXADIFEN-ETHYL DE ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID
29333929,1 X 40 CONTAINERS CONTAINING 40 BAGS OF  IMIDACLOPRID TC
29269023,1 X 20 CONTAINERS CONTAINING 8 PACK OF CYPERMETHRIN TECHNICAL CYPERMETHRIN TECH 93 MIN 50 50
29260000,1 X 20 CONTAINERS CONTAINING 224 DRUMS OF DELTAMETHRIN MAPA
29260000,1 X 40 CONTAINERS CONTAINING 200 DRUMS OF BETA-CYFLUTHRIN TECHNICAL BULLDOCK TECNICO
